"Area","Feature","AlloFlowImplementation","Source","Evidence","MagicSchool","Brisk","Diffit","Curipod","Eduaide","SchoolAI","Khanmigo","ComparableCompetitors","StackUp","Notes"
"3.18 PDF Audit Modal â€” internal sub-features (22 distinct panels)","Remediation Changelog","Post-remediation","FEATURE_INVENTORY.md","Audit trail of what was changed, by whom, when","No public dedicated comparable found","No public dedicated comparable found","Export-only partial comparable","No public dedicated comparable found","Export-only partial comparable","No public dedicated comparable found","No public dedicated comparable found","Diffit (Export-only partial comparable); Eduaide (Export-only partial comparable)","AlloFlow clearly ahead/unique among reviewed competitors","This is a major moat: accessibility is a product surface, not just a compliance statement."
"3.18 PDF Audit Modal â€” internal sub-features (22 distinct panels)","Plain Language Summary Generator","Post-remediation","FEATURE_INVENTORY.md","Generate teacher-friendly summary of changes for stakeholders","No public dedicated comparable found","No public dedicated comparable found","Export-only partial comparable","No public dedicated comparable found","Export-only partial comparable","No public dedicated comparable found","No public dedicated comparable found","Diffit (Export-only partial comparable); Eduaide (Export-only partial comparable)","AlloFlow clearly ahead/unique among reviewed competitors","This is a major moat: accessibility is a product surface, not just a compliance statement."
"3.18 PDF Audit Modal â€” internal sub-features (22 distinct panels)","Close-audit Confirm Dialog","Modal close","FEATURE_INVENTORY.md","Three-way Save / Discard / Cancel prompt protecting unsaved work","No public dedicated comparable found","No public dedicated comparable found","Export-only partial comparable","No public dedicated comparable found","Export-only partial comparable","No public dedicated comparable found","No public dedicated comparable found","Diffit (Export-only partial comparable); Eduaide (Export-only partial comparable)","AlloFlow clearly ahead/unique among reviewed competitors","This is a major moat: accessibility is a product surface, not just a compliance statement."
"3.18 PDF Audit Modal â€” internal sub-features (22 distinct panels)","Batch Queue Tracker","Batch mode","FEATURE_INVENTORY.md","Per-PDF progress across queued documents","No public dedicated comparable found","No public dedicated comparable found","Export-only partial comparable","No public dedicated comparable found","Export-only partial comparable","No public dedicated comparable found","No public dedicated comparable found","Diffit (Export-only partial comparable); Eduaide (Export-only partial comparable)","AlloFlow clearly ahead/unique among reviewed competitors","This is a major moat: accessibility is a product surface, not just a compliance statement."
"3.18 PDF Audit Modal â€” internal sub-features (22 distinct panels)","Auto-fix loop indicator","Auto-mode","FEATURE_INVENTORY.md","Visual feedback during multi-pass automated fix attempts","No public dedicated comparable found","No public dedicated comparable found","Export-only partial comparable","No public dedicated comparable found","Export-only partial comparable","No public dedicated comparable found","No public dedicated comparable found","Diffit (Export-only partial comparable); Eduaide (Export-only partial comparable)","AlloFlow clearly ahead/unique among reviewed competitors","This is a major moat: accessibility is a product surface, not just a compliance statement."
"3.27 Quiz Subsystem â€” Mode Strategies, AI Helpers, Live Aggregators","Exit Ticket ðŸ“","Today's lesson content","FEATURE_INVENTORY.md","3 MCQ + 1 fill-blank + 1 short-answer (5 total)","Full/dedicated comparable","Full/dedicated comparable","Full/dedicated comparable","Full/dedicated comparable","Strong comparable","Partial via Spaces/Mission Control","Partial/full teacher assistant comparable","MagicSchool (Full/dedicated comparable); Brisk (Full/dedicated comparable); Diffit (Full/dedicated comparable); Curipod (Full/dedicated comparable); Eduaide (Strong comparable); SchoolAI (Partial via Spaces/Mission Control); Khanmigo (Partial/full teacher assistant comparable)","Crowded category; AlloFlow ahead only when live aggregation, UDL, and remediation are counted","Assessment generation is common; AlloFlow stacks more modes plus AI grading/live aggregation but competitors can be slicker in narrow workflows."
"3.27 Quiz Subsystem â€” Mode Strategies, AI Helpers, Live Aggregators","Pre-Check (Readiness Check) ðŸŽ¯","PRIOR knowledge (prerequisite probes â€” NOT today's lesson)","FEATURE_INVENTORY.md","2 MCQ + 1 fill-blank + 1 short-answer + 1 relation-mismatch","Full/dedicated comparable","Full/dedicated comparable","Full/dedicated comparable","Full/dedicated comparable","Strong comparable","Partial via Spaces/Mission Control","Partial/full teacher assistant comparable","MagicSchool (Full/dedicated comparable); Brisk (Full/dedicated comparable); Diffit (Full/dedicated comparable); Curipod (Full/dedicated comparable); Eduaide (Strong comparable); SchoolAI (Partial via Spaces/Mission Control); Khanmigo (Partial/full teacher assistant comparable)","Crowded category; AlloFlow ahead only when live aggregation, UDL, and remediation are counted","Assessment generation is common; AlloFlow stacks more modes plus AI grading/live aggregation but competitors can be slicker in narrow workflows."
"3.27 Quiz Subsystem â€” Mode Strategies, AI Helpers, Live Aggregators","Formative Check","Mid-lesson concept check","FEATURE_INVENTORY.md","(mode-specific mix)","Full/dedicated comparable","Full/dedicated comparable","Full/dedicated comparable","Full/dedicated comparable","Strong comparable","Partial via Spaces/Mission Control","Partial/full teacher assistant comparable","MagicSchool (Full/dedicated comparable); Brisk (Full/dedicated comparable); Diffit (Full/dedicated comparable); Curipod (Full/dedicated comparable); Eduaide (Strong comparable); SchoolAI (Partial via Spaces/Mission Control); Khanmigo (Partial/full teacher assistant comparable)","Crowded category; AlloFlow ahead only when live aggregation, UDL, and remediation are counted","Assessment generation is common; AlloFlow stacks more modes plus AI grading/live aggregation but competitors can be slicker in narrow workflows."
"3.27 Quiz Subsystem â€” Mode Strategies, AI Helpers, Live Aggregators","Spaced Review","Retention from prior lessons","FEATURE_INVENTORY.md","(spaced-retrieval optimized)","Full/dedicated comparable","Full/dedicated comparable","Full/dedicated comparable","Full/dedicated comparable","Strong comparable","Partial via Spaces/Mission Control","Partial/full teacher assistant comparable","MagicSchool (Full/dedicated comparable); Brisk (Full/dedicated comparable); Diffit (Full/dedicated comparable); Curipod (Full/dedicated comparable); Eduaide (Strong comparable); SchoolAI (Partial via Spaces/Mission Control); Khanmigo (Partial/full teacher assistant comparable)","Crowded category; AlloFlow ahead only when live aggregation, UDL, and remediation are counted","Assessment generation is common; AlloFlow stacks more modes plus AI grading/live aggregation but competitors can be slicker in narrow workflows."
"3.28 Adventure Mode â€” components + handler suites","MissionReportCard","","FEATURE_INVENTORY.md","Post-mission summary card showing accomplishments, choices, learning","Partial/full comparable via custom chatbots/student tools","No public dedicated comparable found","No public dedicated comparable found","Partial classroom interaction comparable","Generic assistant comparable","Strong comparable via Spaces","Strong comparable as AI tutor","MagicSchool (Partial/full comparable via custom chatbots/student tools); Curipod (Partial classroom interaction comparable); Eduaide (Generic assistant comparable); SchoolAI (Strong comparable via Spaces); Khanmigo (Strong comparable as AI tutor)","Mixed; AlloFlow more gameful and cross-tool, SchoolAI/Khanmigo stronger as polished tutor/chat products","AlloFlow adds quest/rapport/game mechanics and curriculum ties; SchoolAI/Khanmigo have clearer public positioning and scale for AI conversation."
